GCM,RCP,Lat,Lat1,Lon,Lon1,Cul,Sow,Year,Yield,CWR,Biomass
mpi-esm1-2-hr,historical,40,25,-91,75,mag2,05-25,1992,8442.99,412.611,19697.84
ukesm1-0-ll,historical,40,25,-91,75,mag3,05-07,1990,9071.73,344.365,17309.63
ipsl-cm6a-lr,historical,40,25,-91,75,mag3,04-15,1996,8475.02,369.911,17716.55
mpi-esm1-2-hr,historical,40,25,-91,75,mag6,05-07,1997,3858.12,348.079,11604.37
gfdl-esm4,historical,40,25,-91,75,mag2,05-07,1984,4181.38,310.46500000000003,14586.37
mpi-esm1-2-hr,historical,40,25,-91,75,mag6,05-15,1995,3526.31,333.18600000000004,14497.76
mri-esm2-0,historical,40,25,-91,75,mag2,05-07,2000,10005.47,465.434,23666.79
ukesm1-0-ll,historical,40,25,-91,75,mag5,05-25,1986,11926.34,376.409,21768.22
ukesm1-0-ll,historical,40,25,-91,75,mag3,05-07,2000,7650.95,343.134,15031.33
ukesm1-0-ll,historical,40,25,-91,75,mag3,05-15,1992,8431.77,360.91200000000003,16946.95
ipsl-cm6a-lr,historical,40,25,-91,75,mag4,05-15,1988,11965.81,403.874,20645.71
mri-esm2-0,historical,40,25,-91,75,mag8,05-07,1999,7703.87,422.12199999999996,18605.85
mpi-esm1-2-hr,historical,40,25,-91,75,mag8,04-15,1995,4848.83,398.152,18185.39
mpi-esm1-2-hr,historical,40,25,-91,75,mag7,05-07,1993,9593.2,411.88800000000003,20639.8
ipsl-cm6a-lr,historical,40,25,-91,75,mag6,04-25,1983,11956.9,400.81,22725.84
ukesm1-0-ll,historical,40,25,-91,75,mag5,05-25,2000,7026.98,344.802,13639.64
gfdl-esm4,historical,40,25,-91,75,mag2,05-15,2000,1529.08,293.488,13882.37
mri-esm2-0,historical,40,25,-91,75,mag4,05-25,2000,12911.58,407.879,20734.66
ukesm1-0-ll,historical,40,25,-91,75,mag3,05-07,1986,10205.73,375.49,21114.4
ipsl-cm6a-lr,historical,40,25,-91,75,mag8,05-25,1983,9036.1,405.96900000000005,21746.76
ukesm1-0-ll,historical,40,25,-91,75,mag3,05-15,1984,10481.13,349.452,19925.38
gfdl-esm4,historical,40,25,-91,75,mag4,05-25,1984,7766.83,359.815,16959.49
mpi-esm1-2-hr,historical,40,25,-91,75,mag6,05-15,1983,9950.75,374.27,18314.3
mpi-esm1-2-hr,historical,40,25,-91,75,mag4,05-07,1992,11831.89,403.612,21425.71
ukesm1-0-ll,historical,40,25,-91,75,mag5,05-25,1990,7563.99,312.588,14656.01
mpi-esm1-2-hr,historical,40,25,-91,75,mag8,04-15,1983,8345.42,456.897,21371.03
ukesm1-0-ll,historical,40,25,-91,75,mag2,05-07,1982,7751.66,439.99,21826.76
ipsl-cm6a-lr,historical,40,25,-91,75,mag4,05-15,1985,15066.46,452.49600000000004,23655.02
mpi-esm1-2-hr,historical,40,25,-91,75,mag3,04-15,1995,9214.09,338.657,17420.61
mri-esm2-0,historical,40,25,-91,75,mag3,05-07,1999,8457.67,351.76800000000003,16322.64
ukesm1-0-ll,historical,40,25,-91,75,mag6,04-15,1992,8985.76,426.101,19466.4
